revision,l2_tick_id,l4_tick_id,A_ms,B_ms,C_ms,D_ms,E_ms,total_ms,publication_count_for_revision,l2_reject_reasons,complete_A_to_E,measurement_monotonic_ns,scan_end_monotonic_ns,snapshot_update_monotonic_ns,publication_monotonic_ns,l2_admission_monotonic_ns,l4_accepted_monotonic_ns
149,372,372,45.291087,9.564911,62.61693,5.355469,0.791599,123.619996,2,DUPLICATE|DUPLICATE,True,22780300921661,22780346212748,22780355777659,22780418394589,22780423750058,22780424541657
150,373,373,38.104613,5.296746,52.116031,5.685675,2.623522,103.826587,3,DUPLICATE|DUPLICATE,True,22780384317360,22780422421973,22780427718719,22780479834750,22780485520425,22780488143947
151,376,376,51.154079,33.060914,29.455219,37.18854,5.110097,155.968849,1,DUPLICATE,True,22780473576051,22780524730130,22780557791044,22780587246263,22780624434803,22780629544900
152,377,377,49.325268,3.246785,37.327486,6.360514,4.425684,100.685737,2,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE,True,22780574055397,22780623380665,22780626627450,22780663954936,22780670315450,22780674741134
153,380,380,48.424381,17.137064,71.266,13.679869,2.911098,153.418412,2,DUPLICATE|DUPLICATE|DUPLICATE|STALE|STALE|STALE,True,22780671805045,22780720229426,22780737366490,22780808632490,22780822312359,22780825223457
154,382,382,52.781666,39.175759,16.583245,50.732205,42.660121,201.932996,2,DUPLICATE|DUPLICATE,True,22780773011092,22780825792758,22780864968517,22780881551762,22780932283967,22780974944088
155,385,385,75.039225,22.410995,72.659066,53.284077,8.720459,232.113822,1,,True,22780900831982,22780975871207,22780998282202,22781070941268,22781124225345,22781132945804
156,386,386,37.993056,22.465496,51.363451,66.489238,1.071879,179.38312,1,,True,22781013864262,22781051857318,22781074322814,22781125686265,22781192175503,22781193247382
157,387,387,38.154002,6.802054,56.541752,51.568489,3.459231,156.525528,2,DUPLICATE|DUPLICATE|DUPLICATE,True,22781090011320,22781128165322,22781134967376,22781191509128,22781243077617,22781246536848
158,391,391,55.443261,18.601186,113.085132,50.405017,1.978849,239.513445,1,,True,22781183608583,22781239051844,22781257653030,22781370738162,22781421143179,22781423122028
159,392,392,53.036806,34.058108,139.702309,40.44764,1.51029,268.755153,1,STALE,True,22781292088650,22781345125456,22781379183564,22781518885873,22781559333513,22781560843803
160,394,394,87.419676,8.909386,78.133314,19.532472,2.687522,196.68237,1,DUPLICATE,True,22781432545132,22781519964808,22781528874194,22781607007508,22781626539980,22781629227502
161,396,396,41.128211,25.055498,48.34537,32.115814,4.118848,150.763741,1,,True,22781561093018,22781602221229,22781627276727,22781675622097,22781707737911,22781711856759
162,397,397,15.678839,38.647774,71.107461,1.375622,1.489049,128.298745,2,DUPLICATE,True,22781617900068,22781633578907,22781672226681,22781743334142,22781744709764,22781746198813
163,399,399,54.942359,1.727495,67.036151,8.331363,6.913722,138.95109,2,,True,22781688521266,22781743463625,22781745191120,22781812227271,22781820558634,22781827472356
164,400,400,38.09927,10.226878,47.999738,3.066062,0.561653,99.953601,2,DUPLICATE|DUPLICATE,True,22781781562894,22781819662164,22781829889042,22781877888780,22781880954842,22781881516495
165,403,403,62.458929,12.130449,88.690881,31.898849,0.908989,196.088097,2,,True,22781882121092,22781944580021,22781956710470,22782045401351,22782077300200,22782078209189
166,404,404,54.673033,74.253079,15.634755,4.911521,1.201603,150.673991,1,DUPLICATE,True,22781999253053,22782053926086,22782128179165,22782143813920,22782148725441,22782149927044
167,406,406,40.772125,10.318157,77.678143,22.747961,1.617716,153.134102,1,,True,22782094698210,22782135470335,22782145788492,22782223466635,22782246214596,22782247832312
168,407,407,47.362927,7.716081,7.699914,49.765215,8.233047,120.777184,3,DUPLICATE,True,22782182833262,22782230196189,22782237912270,22782245612184,22782295377399,22782303610446
169,409,409,54.655236,8.418697,48.376371,7.211206,1.958553,120.620063,3,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE,True,22782284851425,22782339506661,22782347925358,22782396301729,22782403512935,22782405471488
170,414,414,59.568961,34.678631,105.371366,24.115212,6.31757,230.05174,1,DUPLICATE,True,22782399075621,22782458644582,22782493323213,22782598694579,22782622809791,22782629127361
171,,,40.832653,14.183836,,,,,0,,False,22782499477234,22782540309887,22782554493723,,,
172,416,416,40.917913,8.446012,55.442057,37.449598,10.765957,153.021537,2,DUPLICATE,True,22782581227799,22782622145712,22782630591724,22782686033781,22782723483379,22782734249336
173,,,53.303707,4.011588,190.829794,,,,2,,False,22782675449418,22782728753125,22782732764713,22782923594507,,
174,,,90.146771,15.597811,,,,,0,,False,22782818899896,22782909046667,22782924644478,,,
175,,,8.944878,8.541236,76.677617,,,,4,,False,22782917991544,22782926936422,22782935477658,22783012155275,,
176,,,44.573933,8.800181,,,,,0,,False,22782971510355,22783016084288,22783024884469,,,
177,,,50.041662,2.357315,,,,,0,,False,22783066125949,22783116167611,22783118524926,,,
178,,,50.24521,4.545555,,,,,0,,False,22783166412820,22783216658030,22783221203585,,,
